X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
28050,150000,2,1,2,29,-2,-2,-2,-2,-2,-1,0,5067,131,987,0,14001,5067,131,987,400,14001,0,1
28051,390000,2,1,2,29,0,0,0,0,0,0,89953,107947,60313,55769,65835,72177,25000,35127,20000,12000,7500,15000,0
28052,30000,2,2,1,31,0,0,0,0,0,0,16207,16735,18253,19646,21238,23843,4000,5000,5000,5000,5000,5006,0
28053,10000,2,2,2,32,-1,-1,0,0,0,0,77,7417,8459,9493,9678,9634,7417,1166,1200,300,1000,500,1
28054,270000,2,2,2,32,0,0,0,0,0,0,59710,49986,104390,94856,86461,83650,1808,69563,2891,2689,3012,2771,0
28055,20000,2,2,1,32,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
28056,50000,2,2,1,34,0,0,0,2,2,2,45974,47504,45206,35892,22989,22483,2374,4656,25,2869,0,814,0
28057,60000,2,1,2,33,1,2,0,0,0,0,11776,11295,12799,14272,15225,16320,0,2000,2000,1500,1500,1500,0
28058,50000,2,3,1,34,2,2,2,2,2,2,28289,32783,33714,32250,34245,19719,5000,3000,0,5000,0,3000,1
28059,20000,2,3,2,40,0,0,0,0,0,-1,19088,13828,9290,6636,2941,642,1248,1200,1156,1000,700,4600,0
28060,80000,2,3,1,35,1,2,2,2,2,2,68423,70002,71389,73788,74463,72834,3300,3100,4204,2790,0,3043,1
28061,50000,2,2,1,47,0,0,0,0,0,0,48433,49664,49405,47522,28711,28060,3500,2013,1863,1006,1300,2500,0
28062,140000,2,1,1,40,2,2,2,2,2,2,21952,27540,31785,30980,33162,32497,6300,5000,0,3000,0,3000,1
28063,400000,2,1,2,36,-1,-1,-1,-1,0,-1,845,1423,6649,3051,1926,51669,1428,6676,3051,5,51965,5038,0
28064,50000,2,3,1,44,0,0,2,0,0,0,13881,11494,5847,4871,3007,2136,3483,0,1000,0,993,0,0
28065,80000,2,2,1,36,0,0,0,0,0,0,74652,76506,78173,79220,81351,48056,3700,3500,3000,3368,1023,1500,0
28066,380000,2,2,1,30,2,0,0,0,0,0,225995,231382,224420,136324,137929,114249,10382,8420,46777,4929,4249,5528,1
28067,230000,2,3,1,33,0,0,0,0,0,0,233314,222220,210778,211132,179564,176949,8005,10002,15037,6500,16002,8002,0
28068,210000,2,1,2,31,0,0,0,-1,0,0,9604,10970,1230,24531,24287,22683,5056,1230,24531,1003,479,8080,0
