X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
6300,70000,2,2,2,24,-2,-2,-2,-1,-1,0,63912,53137,45078,6823,28989,29059,2400,2000,1000,30848,975,863,0
6301,30000,2,2,2,24,1,2,2,2,2,2,7134,7872,9528,9725,9427,10118,1000,1800,500,0,1000,0,0
6302,120000,2,2,2,49,0,0,0,0,-2,-2,3903,2246,3040,0,0,0,1300,1000,0,0,0,0,0
6303,300000,2,2,2,27,-1,-1,-1,0,0,-1,12752,9314,26887,23981,19378,12759,9314,27187,13981,9378,12759,16980,0
6304,60000,2,1,2,25,0,0,0,0,0,0,16313,10253,7735,6923,7035,9175,5000,3000,2000,2000,4000,800,0
6305,180000,1,2,2,36,-1,-1,-1,-1,0,-1,100,100,109,1863,1763,591,100,109,3626,0,907,1208,1
6306,30000,2,1,2,43,1,2,2,2,0,0,17775,18688,21488,20847,21162,21809,1500,3433,0,800,1000,1000,1
6307,360000,1,1,2,35,-1,-1,-1,-1,-1,-1,15798,16630,15687,38750,15802,15730,16713,15766,38944,15881,15809,30594,0
6308,150000,1,1,1,49,-2,-2,-2,-2,-2,-2,15472,14860,19601,13262,14329,34193,14877,19608,13280,14329,34193,7880,0
6309,70000,2,1,2,28,0,0,0,0,0,0,20335,21699,22460,20345,42123,19852,2000,1500,3000,721,1200,2000,0
6310,150000,2,2,1,44,0,0,0,0,0,0,61951,55504,22050,17360,17360,12000,15000,1200,0,0,0,0,0
6311,440000,2,1,1,33,-2,-2,-2,-2,-2,-1,0,0,0,0,0,100,0,0,0,0,100,300,0
6312,500000,1,1,1,52,1,-1,-1,-1,-1,-1,-5,43528,104315,71776,60753,0,43533,104406,71776,60753,0,8200,0
6313,260000,1,2,2,29,1,2,0,0,0,0,263943,258331,261518,194791,198894,197564,0,7700,6000,6130,7500,6500,1
6314,360000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,140000,1,1,2,28,0,0,0,0,0,0,132880,133904,134552,135151,136327,136647,6400,7000,5000,5200,5100,5000,0
6316,10000,1,1,2,24,0,0,2,0,0,0,4216,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,1
6317,200000,2,1,2,32,-2,-2,-2,-2,-2,-2,2580,-35,3519,1846,1330,14470,0,3554,1855,1337,14542,2955,0
6318,210000,1,2,1,35,0,0,0,0,0,0,128595,131627,136428,54058,55398,56698,4606,6815,1800,2000,2000,2000,0
6319,20000,1,2,2,27,2,0,0,0,0,2,13747,15020,16059,16081,17423,17695,1500,1600,580,1600,700,0,1
6320,240000,1,1,1,44,-1,-1,-1,-1,-1,-1,4221,2188,2701,2427,1104,2362,2188,2701,2427,1104,2362,519,0
6321,30000,1,2,2,51,5,4,3,2,3,2,26551,25855,25146,26549,25849,25285,0,0,2113,0,0,2191,1
6322,450000,2,2,1,38,-2,-2,-2,-2,-2,-2,10972,15005,13887,17255,17515,0,15008,1200,5255,4566,0,3648,0
6323,60000,2,3,2,40,-1,-1,0,0,0,-1,24496,20329,15219,16158,14295,10930,20391,1200,3658,0,10930,11677,0
6324,100000,2,2,2,30,0,0,0,0,0,0,58335,56745,56058,51573,47665,43756,2801,2300,1613,1594,1654,1222,0
6325,500000,1,1,1,49,-1,-1,-1,-1,-1,-1,12939,28805,41027,36073,46096,103065,28954,41027,36073,46096,103065,154321,0
6326,50000,1,3,1,51,-1,-1,0,0,0,0,636,2228,3287,4843,6379,6878,4600,1500,2000,2000,1000,3000,0
6327,80000,2,2,1,35,-1,-1,-1,-1,-1,-1,997,40297,6597,665,10117,0,40297,6597,3465,10117,0,665,0
6328,20000,2,2,2,22,2,2,2,2,0,0,5743,7487,8114,7835,8605,10948,2000,900,0,900,2500,0,1
6329,500000,1,1,2,43,0,0,0,0,0,0,141323,143548,146487,139155,142337,145411,5000,5015,5000,5000,5000,5000,0
6330,140000,2,1,2,31,0,0,0,0,0,0,71066,55271,50706,48847,47437,42576,2042,1958,1501,1619,1514,1553,0
6331,500000,2,2,2,29,0,0,0,0,0,0,455042,364288,261185,215575,174736,118438,12564,10000,6476,5489,5000,5000,0
6332,50000,1,2,2,24,2,0,0,0,0,0,43247,45036,44384,19524,35268,16099,3000,1300,642,612,1192,600,1
6333,170000,1,1,1,60,0,0,0,0,0,0,170359,178514,98196,100108,95629,89472,11700,3600,3500,3500,3300,3500,1
6334,220000,2,2,1,44,0,0,0,0,0,2,136838,142250,149864,155828,178160,175140,10000,10000,10000,25000,0,20000,0
6335,70000,2,2,1,33,2,2,2,2,3,2,63963,65350,66279,70580,69180,70392,3000,2600,6000,0,2500,1165,1
6336,360000,2,2,2,34,0,0,0,0,0,0,122193,109382,109845,105271,96644,94973,5004,4031,3082,7018,2755,1813,0
6337,430000,2,1,2,29,0,0,-1,0,0,0,34785,0,18518,16574,12215,6660,0,18518,5,244,1038,41500,0
6338,20000,1,3,2,26,2,2,-1,-1,2,0,20155,10356,556,20897,20438,20325,0,600,20900,1,805,752,0
6339,200000,2,3,2,53,-1,0,-1,0,0,-1,784,1972,2577,2652,-6,1279,1188,2581,1013,0,1285,0,0
6340,200000,2,2,3,35,-1,-1,-1,-1,0,-1,1992,8287,9427,2040,16338,2076,8290,9427,2240,16000,2076,833,0
