2.348329370139779979e-02,-1.285807458691164140e-02,1.015312044532407695e-03,-6.582372853900984172e-03,-1.137860871441961387e-02,-1.245298748794590113e-02,-4.439475525162640823e-03,-9.913206634682831392e-03,-9.932114509213664857e-03,1.469117334978657305e-02,-2.165993179515740205e-02,-1.018652573308582131e-02,-3.287311080013329088e-03,-7.778696197825702742e-03,-1.366439263196852875e-02,-1.376655528884522181e-02,-6.927450634333674924e-03,-9.813630737862165734e-03,-5.901092509412726554e-03,5.431193002392993747e-03,-2.072446462584291715e-02,1.000000000000000000e+00
2.348329370139779979e-02,9.586004062818015078e-03,-4.279293745687215086e-03,1.850133261363846870e-02,-1.459618860772660294e-02,-1.571446379561900961e-02,1.066368882043911177e-02,2.666652812259055413e-02,-1.327296639251878893e-02,-2.110418123232718837e-02,1.981468657542751616e-02,9.711659748512694408e-04,-5.182531832812154945e-03,1.645240415821877869e-02,-1.572085662566078887e-02,-1.561308342155316199e-02,-6.345758538406387136e-03,7.539340646774334888e-03,-4.923737634998166107e-03,-1.587236068950329329e-02,1.717371934815098422e-02,1.000000000000000000e+00
2.348329370139779979e-02,-1.836667943460182015e-02,-8.082834425464358735e-03,-1.225092265355684149e-02,4.670833621916438590e-03,2.583688995482038599e-03,9.891106310052212407e-04,-2.250442905377774663e-04,-5.423118425700488091e-03,4.582335581290181842e-02,-1.030864025527258344e-02,-1.156061342985415658e-02,-6.313112761561532650e-03,-1.267845590790228454e-02,-6.520719075556502585e-04,-2.780100754162669573e-03,-7.422254888728720482e-03,-9.855386840083692548e-03,-6.763992878983220332e-03,5.254608836312488901e-02,-1.295908065743460111e-02,1.000000000000000000e+00
2.348329370139779979e-02,-1.832308913782039125e-02,-1.648238975522276634e-02,-2.900320129022609592e-02,2.968078729459345741e-02,2.359267923711657819e-02,-8.320805970098706789e-03,-8.846171091074623433e-03,3.047390583498977949e-03,5.274893294643962123e-03,7.886609416017717825e-03,-1.155185098257601600e-02,-8.125881927775399638e-03,-2.591740407368609347e-02,2.877269632428680959e-02,1.937714020069359472e-02,-6.089381901726188991e-03,-9.981982180114820982e-03,-6.968008609695122875e-03,-3.580796466449341197e-03,3.587142549390576630e-03,1.000000000000000000e+00
2.348329370139779979e-02,-2.962797433851678628e-03,3.703061720497329446e-03,3.795892292007112430e-03,-2.422329020084830475e-02,-2.429172291644762088e-02,2.179651241587197280e-02,1.088573918464129202e-02,-1.536382742627591391e-02,-2.381988316685523452e-02,-1.991824446167649813e-03,-6.367563470465621017e-03,-2.182063668244330241e-03,1.742422598053005754e-03,-2.077232378921167397e-02,-1.955644319630733818e-02,-2.002403432532932469e-03,-5.789589367683983454e-03,-4.165688070753555648e-03,-1.605372552998821437e-02,-6.022409372360678151e-03,1.000000000000000000e+00
2.348329370139779979e-02,-1.015452492196354355e-02,-2.339726270941402757e-04,2.787377296976302661e-03,-1.830089215021950613e-02,-1.963247104834318912e-02,1.665328046796626937e-02,7.756186428720070712e-03,-7.810181019861179783e-03,-7.647354720284937034e-03,-3.273606617136127356e-02,-9.315409909066612107e-03,-3.768218432908033468e-03,7.859715460886157338e-04,-1.786021173141494681e-02,-1.757846369014022525e-02,-4.421853976288836995e-03,-7.379423005746542537e-03,-6.372456590532437487e-03,-1.198780595567472580e-02,-2.640765275280973490e-02,1.000000000000000000e+00
2.348329370139779979e-02,-1.471141761604847532e-02,-3.213916535500436784e-03,-1.318988489030967215e-02,-7.917466996519665137e-03,-1.116110401542603700e-02,-5.378013013851780030e-03,1.855918953162673593e-03,-1.489143603613780897e-02,4.363843466959200536e-03,-2.260085450237597077e-02,-1.070885931591675048e-02,-4.831241861859438859e-03,-1.346956822312746910e-02,-1.124634240114588159e-02,-1.298226182093820819e-02,-6.761815105920921352e-03,-9.428388793752663644e-03,-4.346809346526516772e-03,-4.323644277668377625e-03,-2.127996342792031273e-02,1.000000000000000000e+00
2.348329370139779979e-02,2.795945404802703191e-02,-9.624056116299500169e-03,-3.772732046720623567e-04,9.443512824873022524e-05,-4.151047795687094928e-03,3.273968792853400311e-02,3.992285918310366222e-02,1.021128031864151735e-02,-7.421346011798084751e-03,2.608185908730800695e-02,1.675060934984712313e-02,-6.716266421690578539e-03,-2.171659261911896080e-03,-4.830171286175785617e-03,-8.203377054459511097e-03,5.504732848154308966e-03,2.558810940932984557e-02,-5.696990665193370738e-03,-1.188013676131318384e-02,2.518171709061083063e-02,1.000000000000000000e+00
2.348329370139779979e-02,-1.345020875962158260e-02,-5.390454911309342477e-03,5.003129453546432438e-03,-3.956382586034173053e-03,-3.812894660389610450e-04,3.947179680177240364e-03,-1.042351586069846341e-02,6.543267000698326993e-03,-1.663221266058018469e-02,-1.044225127969761711e-02,-1.036002624557167719e-02,-5.532780565036823049e-03,2.896177336407966367e-03,-8.217122091732163847e-03,-5.268178032690693131e-03,-7.359386054499077005e-03,-9.718788099330459562e-03,-6.513039405518044472e-03,-1.513270903494630046e-02,-1.306191099093156199e-02,1.000000000000000000e+00
2.348329370139779979e-02,1.743533510391486949e-02,-1.780209975968549511e-03,-3.879751389384938649e-03,-4.456325278619722476e-03,-7.984341378082107990e-03,-2.820514683286185278e-02,-2.954884442416508272e-02,1.531785826556105075e-02,2.382640397634924398e-02,-2.741232549391861215e-02,6.980325750673427830e-03,-4.334593757006839458e-03,-5.367843852096811259e-03,-8.614865049590282597e-03,-1.092606624787414646e-02,4.537603218396241492e-03,5.206788979529113591e-04,-3.983380231291601230e-03,1.649932988806071185e-02,-2.390952047961199950e-02,-1.000000000000000000e+00
