1.000000000000000000e+00,-1.035738357306819957e+00,-1.228275560672153377e+00,1.495957029841683328e+00,8.477168879947164504e-01,-6.937732513423665592e-01,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,2.241136026362290923e-01,-3.021652067675602571e-01,-2.715874684584916876e-01,-2.390558441374953380e-01,-1.878651784547318848e-01,-4.011701623718276766e-01,-4.168696020330603380e-01,-2.515970824764557356e-01,-2.004100773258050416e-01,-2.372569318565420915e-01,-2.465155284798173085e-01,-2.441696318640322882e-01,-2.240617533298920050e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.528809798545347709e+00,8.141495540728953539e-01,2.041647017576604939e-01,2.761504745217791879e+00,1.713769941688570997e-01,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,-6.869587426082097714e-01,-6.685365530929128219e-01,-6.320598838765616456e-01,-5.509261203444796307e-01,-5.675528279802023457e-01,-6.314856758947067217e-01,-6.693650118531411231e-01,-6.668851347133512020e-01,-6.389943909904937103e-01,-2.942939209972392778e-01,-2.236185053106516385e-01,-2.797939767777015696e-01,-3.129575770037810178e-01,-2.592661506368968416e-01,3.566947486635324016e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-6.471704549049763777e-01,8.141495540728953539e-01,2.041647017576604939e-01,-1.066070969228358534e+00,3.876645555466630699e-01,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,2.241136026362290923e-01,-1.907604250640521082e-02,-2.639652088747017344e-02,-9.627289279602549432e-02,-1.782148141837797961e-01,-1.691693099879117979e-01,-1.711579977182669521e-01,-2.190473321226485692e-01,-1.976138811830524533e-01,-2.116224370433507085e-01,-2.464490864312932905e-01,-2.441696318640322882e-01,-2.350920479567331911e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,8.293875742220293557e-01,8.141495540728953539e-01,2.041647017576604939e-01,8.477168879947164504e-01,7.120958976133718865e-01,-9.065972398340651495e-01,-7.448892857425920555e-01,-7.142580421973518945e-01,-1.541790076737885151e+00,-1.542277380510834961e+00,-1.488233370389352439e+00,-5.299570707211427312e-01,-5.509548875782586119e-01,-6.836002622840401388e-01,-6.746670545346693526e-01,-6.668851347133512020e-01,-6.521076385176903800e-01,2.969386901863882988e-01,-2.703149808946200827e-01,-3.002516758013677456e-01,-3.129575770037810178e-01,-3.098066700069215806e-01,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-1.035738357306819957e+00,8.141495540728953539e-01,1.495957029841683328e+00,-1.066070969228358534e+00,1.036527239680080870e+00,-1.796747886762968038e+00,-1.575532605655210139e+00,-1.541173466760138444e+00,-1.541790076737885151e+00,-1.542277380510834961e+00,-1.488233370389352439e+00,-7.015004032968479297e-01,-6.676884475728137591e-01,-6.548709987217968820e-01,-6.411736629611135552e-01,-5.984825953673729160e-01,-6.521076385176903800e-01,-2.364423404088936975e-01,-1.803706716360780615e-01,-1.710188941640620741e-01,-4.240555541420096275e-02,-3.098066700069215806e-01,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-4.140297134638700749e-01,8.141495540728953539e-01,2.041647017576604939e-01,-1.066070969228358534e+00,-8.019170320312696276e-01,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,2.241136026362290923e-01,-6.561490631508447580e-01,-6.364681687107740515e-01,-6.196516010076686953e-01,-5.931481483061744608e-01,-5.796349408619241306e-01,-5.480531678798065132e-01,-2.779531556374332246e-01,-2.211951353202660508e-01,-2.378806421926294434e-01,-2.465155284798173085e-01,-2.441696318640322882e-01,-2.068269179754526621e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,5.185332523005545813e-01,8.141495540728953539e-01,-1.087627626326362673e+00,8.477168879947164504e-01,-1.234492154786881679e+00,8.737040540237401842e-01,1.747040673995263749e+00,1.126573823654349049e-01,1.678725915214658582e-01,1.952685929160852707e+00,2.241136026362290923e-01,-4.093185890989555764e-01,-4.257853630874943729e-01,-4.261533123830057446e-01,-3.782861015901016755e-01,-5.103252951493736367e-01,-6.204655425364812293e-01,-3.636103934106100777e-01,-2.143910580395680665e-01,-1.131385749751529501e-01,-3.129575770037810178e-01,-2.931348623186276758e-01,-1.989563431635920365e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-4.140297134638700749e-01,8.141495540728953539e-01,-1.087627626326362673e+00,8.477168879947164504e-01,-3.693419092756577427e-01,8.737040540237401842e-01,-7.448892857425920555e-01,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,-1.488233370389352439e+00,-7.015004032968479297e-01,-6.714377651266847380e-01,-5.095426048574547284e-01,-5.469169224855328082e-01,-6.671875035022087896e-01,-6.524141819663780151e-01,-2.535737879635290848e-01,2.050383633733220412e-01,-3.002516758013677456e-01,-3.129575770037810178e-01,-3.098066700069215806e-01,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,2.853925108594485005e-01,8.141495540728953539e-01,2.041647017576604939e-01,8.477168879947164504e-01,-5.856294706534637129e-01,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,2.241136026362290923e-01,1.887386864075388804e+00,1.937164343431070357e+00,1.975032581897766315e+00,2.265347941901222129e+00,2.397857716081750468e+00,2.502735354226659048e+00,9.907047093034974938e-02,3.265287117262421351e-02,1.051600426554309547e-01,1.191815065960786235e-01,1.501776932984463797e-01,1.671115597646996576e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.684236959506085762e+00,8.141495540728953539e-01,-1.087627626326362673e+00,8.477168879947164504e-01,-4.774856899645607000e-01,-1.796747886762968038e+00,-1.575532605655210139e+00,-1.541173466760138444e+00,-6.869587426082097714e-01,2.052042743250090950e-01,2.241136026362290923e-01,-6.976395242467871016e-01,-6.915398753962843648e-01,-6.836002622840401388e-01,2.494434981177492183e+00,2.728531583229486301e+00,4.386972782352044575e+00,-3.454247029295355875e-01,-2.703149808946200827e-01,1.230674297649928661e+01,3.182418839738736516e-01,6.155441587067670639e+00,6.836395753372467299e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-7.248840353853449603e-01,8.141495540728953539e-01,1.495957029841683328e+00,-1.066070969228358534e+00,-3.693419092756577427e-01,1.763854700952642851e+00,1.747040673995263749e+00,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,-6.320598838765616456e-01,-4.452695280795935240e-01,-4.456134847666188836e-01,-5.139040940925516665e-01,-4.949148758194473752e-01,-4.835488590694400068e-01,-4.594110206342770231e-01,-3.636103934106100777e-01,-2.237117118487433609e-01,-2.933908621044064580e-01,-2.797365527417990383e-01,9.348684842966875630e-01,-2.355516435661849095e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-1.113451937787188761e+00,8.141495540728953539e-01,-1.087627626326362673e+00,8.477168879947164504e-01,-1.234492154786881679e+00,-1.644659290516258324e-02,8.575403417002651352e-02,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,2.241136026362290923e-01,-4.616362979657204213e-01,-4.321447824769444890e-01,-3.986148991238607775e-01,-3.946610077986016374e-01,-3.814993928300446369e-01,-4.358412354685107792e-01,-2.515970824764557356e-01,-2.004100773258050416e-01,-2.489826861749848963e-01,-2.465155284798173085e-01,-2.441696318640322882e-01,-2.642763691569171569e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
1.000000000000000000e+00,-1.113451937787188761e+00,-1.228275560672153377e+00,2.041647017576604939e-01,8.477168879947164504e-01,-1.126348374097978500e+00,-9.065972398340651495e-01,-7.448892857425920555e-01,1.126573823654349049e-01,1.678725915214658582e-01,2.052042743250090950e-01,-1.488233370389352439e+00,-6.960448133348055011e-01,-6.155152517654882693e-01,-5.793859751341620123e-01,-5.664439577272583071e-01,-6.668851347133512020e-01,-6.521076385176903800e-01,1.948341332147705525e-03,-1.771084428028667224e-01,-1.755096085838912245e-01,-3.129575770037810178e-01,-9.320444413538701844e-02,-2.930010947476494043e-01,-5.440370411540689233e-01,-1.000000000000000000e+00
